Combination,Unique Rows,Unique Rows Excluding Columns,Score
"age, sexual_attraction_M, gender_identity_M, education_level, gender_identity_F, handedness, religious_upbringing",340,39,1.4029411764705881
"age, sexual_attraction_M, gender_identity_M, education_level, gender_identity_F, handedness, religious_now",335,51,1.3880597014925373
"age, sexual_attraction_M, gender_identity_M, education_level, gender_identity_F, religious_upbringing, religious_now",336,41,1.4136904761904763
"age, sexual_attraction_M, gender_identity_M, education_level, handedness, religious_upbringing, religious_now",321,61,1.4174454828660437
"age, sexual_attraction_M, gender_identity_M, gender_identity_F, handedness, religious_upbringing, religious_now",274,68,1.635036496350365
"age, sexual_attraction_M, sex, education_level, gender_identity_F, handedness, religious_upbringing",297,92,1.4276094276094276
"age, sexual_attraction_M, sex, education_level, gender_identity_F, handedness, religious_now",290,95,1.4517241379310344
"age, sexual_attraction_M, sex, education_level, gender_identity_F, religious_upbringing, religious_now",299,88,1.431438127090301
"age, sexual_attraction_M, sex, education_level, handedness, religious_upbringing, religious_now",271,105,1.5166051660516606
"age, sexual_attraction_M, sex, gender_identity_F, handedness, religious_upbringing, religious_now",234,104,1.7606837606837606
"age, sexual_attraction_M, education_level, gender_identity_F, handedness, religious_upbringing, religious_now",334,70,1.3353293413173652
"age, gender_identity_M, sex, education_level, gender_identity_F, handedness, religious_upbringing",261,61,1.7432950191570882
"age, gender_identity_M, sex, education_level, gender_identity_F, handedness, religious_now",248,71,1.7943548387096775
"age, gender_identity_M, sex, education_level, gender_identity_F, religious_upbringing, religious_now",261,57,1.7586206896551724
"age, gender_identity_M, sex, education_level, handedness, religious_upbringing, religious_now",242,101,1.7148760330578512
"age, gender_identity_M, sex, gender_identity_F, handedness, religious_upbringing, religious_now",196,81,2.2193877551020407
"age, gender_identity_M, education_level, gender_identity_F, handedness, religious_upbringing, religious_now",304,63,1.4901315789473684
"age, sex, education_level, gender_identity_F, handedness, religious_upbringing, religious_now",259,95,1.6254826254826256
"sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, sex, education_level, gender_identity_F",180,35,2.672222222222222
"sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, sex, education_level, handedness",165,109,2.466666666666667
"sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, sex, education_level, religious_upbringing",177,94,2.384180790960452
"sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, sex, education_level, religious_now",172,99,2.4244186046511627
"sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, sex, gender_identity_F, handedness",156,62,2.91025641025641
"sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, sex, gender_identity_F, religious_upbringing",175,59,2.611428571428571
"sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, sex, gender_identity_F, religious_now",160,54,2.8875
"sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, sex, handedness, religious_upbringing",145,153,2.503448275862069
"sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, sex, handedness, religious_now",139,158,2.5755395683453237
"sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, sex, religious_upbringing, religious_now",151,140,2.4900662251655628
"sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, education_level, gender_identity_F, handedness",202,31,2.400990099009901
"sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, education_level, gender_identity_F, religious_upbringing",224,33,2.15625
"sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, education_level, gender_identity_F, religious_now",210,33,2.3
"sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, education_level, handedness, religious_upbringing",196,68,2.2857142857142856
"sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, education_level, handedness, religious_now",190,72,2.336842105263158
"sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, education_level, religious_upbringing, religious_now",205,61,2.2195121951219514
"sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, gender_identity_F, handedness, religious_upbringing",195,61,2.3333333333333335
"sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, gender_identity_F, handedness, religious_now",181,54,2.552486187845304
"sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, gender_identity_F, religious_upbringing, religious_now",192,56,2.3958333333333335
"sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, handedness, religious_upbringing, religious_now",166,108,2.4578313253012047
"sexual_attraction_F, background_SES, sexual_attraction_M, sex, education_level, gender_identity_F, handedness",171,106,2.3976608187134505
"sexual_attraction_F, background_SES, sexual_attraction_M, sex, education_level, gender_identity_F, religious_upbringing",192,96,2.1875
"sexual_attraction_F, background_SES, sexual_attraction_M, sex, education_level, gender_identity_F, religious_now",175,105,2.3485714285714288
"sexual_attraction_F, background_SES, sexual_attraction_M, sex, education_level, handedness, religious_upbringing",159,117,2.509433962264151
"sexual_attraction_F, background_SES, sexual_attraction_M, sex, education_level, handedness, religious_now",146,129,2.6506849315068495
"sexual_attraction_F, background_SES, sexual_attraction_M, sex, education_level, religious_upbringing, religious_now",160,112,2.525
"sexual_attraction_F, background_SES, sexual_attraction_M, sex, gender_identity_F, handedness, religious_upbringing",163,141,2.3006134969325154
"sexual_attraction_F, background_SES, sexual_attraction_M, sex, gender_identity_F, handedness, religious_now",146,150,2.506849315068493
"sexual_attraction_F, background_SES, sexual_attraction_M, sex, gender_identity_F, religious_upbringing, religious_now",156,142,2.3974358974358974
"sexual_attraction_F, background_SES, sexual_attraction_M, sex, handedness, religious_upbringing, religious_now",127,166,2.7559055118110236
"sexual_attraction_F, background_SES, sexual_attraction_M, education_level, gender_identity_F, handedness, religious_upbringing",214,77,2.0514018691588785
"sexual_attraction_F, background_SES, sexual_attraction_M, education_level, gender_identity_F, handedness, religious_now",199,78,2.201005025125628
"sexual_attraction_F, background_SES, sexual_attraction_M, education_level, gender_identity_F, religious_upbringing, religious_now",218,65,2.0688073394495414
"sexual_attraction_F, background_SES, sexual_attraction_M, education_level, handedness, religious_upbringing, religious_now",170,87,2.523529411764706
"sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_F, handedness, religious_upbringing, religious_now",174,105,2.3620689655172415
"sexual_attraction_F, background_SES, gender_identity_M, sex, education_level, gender_identity_F, handedness",179,110,2.2681564245810057
"sexual_attraction_F, background_SES, gender_identity_M, sex, education_level, gender_identity_F, religious_upbringing",202,107,2.0247524752475248
"sexual_attraction_F, background_SES, gender_identity_M, sex, education_level, gender_identity_F, religious_now",185,106,2.2162162162162162
"sexual_attraction_F, background_SES, gender_identity_M, sex, education_level, handedness, religious_upbringing",173,148,2.1271676300578033
"sexual_attraction_F, background_SES, gender_identity_M, sex, education_level, handedness, religious_now",167,158,2.143712574850299
"sexual_attraction_F, background_SES, gender_identity_M, sex, education_level, religious_upbringing, religious_now",185,144,2.0108108108108107
"sexual_attraction_F, background_SES, gender_identity_M, sex, gender_identity_F, handedness, religious_upbringing",173,163,2.040462427745665
"sexual_attraction_F, background_SES, gender_identity_M, sex, gender_identity_F, handedness, religious_now",159,163,2.220125786163522
"sexual_attraction_F, background_SES, gender_identity_M, sex, gender_identity_F, religious_upbringing, religious_now",176,146,2.102272727272727
"sexual_attraction_F, background_SES, gender_identity_M, sex, handedness, religious_upbringing, religious_now",145,204,2.1517241379310343
"sexual_attraction_F, background_SES, gender_identity_M, education_level, gender_identity_F, handedness, religious_upbringing",221,90,1.9276018099547512
"sexual_attraction_F, background_SES, gender_identity_M, education_level, gender_identity_F, handedness, religious_now",207,89,2.0628019323671496
"sexual_attraction_F, background_SES, gender_identity_M, education_level, gender_identity_F, religious_upbringing, religious_now",236,89,1.8093220338983051
"sexual_attraction_F, background_SES, gender_identity_M, education_level, handedness, religious_upbringing, religious_now",209,116,1.9138755980861244
"sexual_attraction_F, background_SES, gender_identity_M, gender_identity_F, handedness, religious_upbringing, religious_now",197,131,1.9543147208121827
"sexual_attraction_F, background_SES, sex, education_level, gender_identity_F, handedness, religious_upbringing",191,155,1.8900523560209423
"sexual_attraction_F, background_SES, sex, education_level, gender_identity_F, handedness, religious_now",177,158,2.022598870056497
"sexual_attraction_F, background_SES, sex, education_level, gender_identity_F, religious_upbringing, religious_now",201,143,1.855721393034826
"sexual_attraction_F, background_SES, sex, education_level, handedness, religious_upbringing, religious_now",162,170,2.1358024691358026
"sexual_attraction_F, background_SES, sex, gender_identity_F, handedness, religious_upbringing, religious_now",154,190,2.116883116883117
"sexual_attraction_F, background_SES, education_level, gender_identity_F, handedness, religious_upbringing, religious_now",226,121,1.747787610619469
"sexual_attraction_F, sexual_attraction_M, gender_identity_M, sex, education_level, gender_identity_F, handedness",96,205,3.2395833333333335
"sexual_attraction_F, sexual_attraction_M, gender_identity_M, sex, education_level, gender_identity_F, religious_upbringing",107,166,3.2710280373831777
"sexual_attraction_F, sexual_attraction_M, gender_identity_M, sex, education_level, gender_identity_F, religious_now",99,163,3.5656565656565657
"sexual_attraction_F, sexual_attraction_M, gender_identity_M, sex, education_level, handedness, religious_upbringing",85,308,2.447058823529412
"sexual_attraction_F, sexual_attraction_M, gender_identity_M, sex, education_level, handedness, religious_now",82,319,2.402439024390244
"sexual_attraction_F, sexual_attraction_M, gender_identity_M, sex, education_level, religious_upbringing, religious_now",90,282,2.6
"sexual_attraction_F, sexual_attraction_M, gender_identity_M, sex, gender_identity_F, handedness, religious_upbringing",88,299,2.465909090909091
"sexual_attraction_F, sexual_attraction_M, gender_identity_M, sex, gender_identity_F, handedness, religious_now",82,320,2.3902439024390243
"sexual_attraction_F, sexual_attraction_M, gender_identity_M, sex, gender_identity_F, religious_upbringing, religious_now",94,260,2.723404255319149
"sexual_attraction_F, sexual_attraction_M, gender_identity_M, sex, handedness, religious_upbringing, religious_now",69,363,2.217391304347826
"sexual_attraction_F, sexual_attraction_M, gender_identity_M, education_level, gender_identity_F, handedness, religious_upbringing",123,240,2.2439024390243905
"sexual_attraction_F, sexual_attraction_M, gender_identity_M, education_level, gender_identity_F, handedness, religious_now",114,276,2.1052631578947367
"sexual_attraction_F, sexual_attraction_M, gender_identity_M, education_level, gender_identity_F, religious_upbringing, religious_now",130,200,2.4307692307692306
"sexual_attraction_F, sexual_attraction_M, gender_identity_M, education_level, handedness, religious_upbringing, religious_now",102,238,2.7254901960784315
"sexual_attraction_F, sexual_attraction_M, gender_identity_M, gender_identity_F, handedness, religious_upbringing, religious_now",100,330,1.86
"sexual_attraction_F, sexual_attraction_M, sex, education_level, gender_identity_F, handedness, religious_upbringing",94,317,2.117021276595745
"sexual_attraction_F, sexual_attraction_M, sex, education_level, gender_identity_F, handedness, religious_now",88,324,2.1818181818181817
"sexual_attraction_F, sexual_attraction_M, sex, education_level, gender_identity_F, religious_upbringing, religious_now",102,289,2.2254901960784315
"sexual_attraction_F, sexual_attraction_M, sex, education_level, handedness, religious_upbringing, religious_now",73,293,3.0547945205479454
"sexual_attraction_F, sexual_attraction_M, sex, gender_identity_F, handedness, religious_upbringing, religious_now",73,363,2.095890410958904
"sexual_attraction_F, sexual_attraction_M, education_level, gender_identity_F, handedness, religious_upbringing, religious_now",113,251,2.3451327433628317
"sexual_attraction_F, gender_identity_M, sex, education_level, gender_identity_F, handedness, religious_upbringing",95,327,1.9894736842105263
"sexual_attraction_F, gender_identity_M, sex, education_level, gender_identity_F, handedness, religious_now",92,345,1.858695652173913
"sexual_attraction_F, gender_identity_M, sex, education_level, gender_identity_F, religious_upbringing, religious_now",100,299,2.17
"sexual_attraction_F, gender_identity_M, sex, education_level, handedness, religious_upbringing, religious_now",82,339,2.158536585365854
"sexual_attraction_F, gender_identity_M, sex, gender_identity_F, handedness, religious_upbringing, religious_now",71,379,1.9295774647887325
"sexual_attraction_F, gender_identity_M, education_level, gender_identity_F, handedness, religious_upbringing, religious_now",114,279,2.0789473684210527
"sexual_attraction_F, sex, education_level, gender_identity_F, handedness, religious_upbringing, religious_now",79,349,2.1139240506329116
"background_SES, sexual_attraction_M, gender_identity_M, sex, education_level, gender_identity_F, handedness",172,111,2.354651162790698
"background_SES, sexual_attraction_M, gender_identity_M, sex, education_level, gender_identity_F, religious_upbringing",202,103,2.0445544554455446
"background_SES, sexual_attraction_M, gender_identity_M, sex, education_level, gender_identity_F, religious_now",184,109,2.2119565217391304
"background_SES, sexual_attraction_M, gender_identity_M, sex, education_level, handedness, religious_upbringing",177,161,2.005649717514124
"background_SES, sexual_attraction_M, gender_identity_M, sex, education_level, handedness, religious_now",165,166,2.121212121212121
"background_SES, sexual_attraction_M, gender_identity_M, sex, education_level, religious_upbringing, religious_now",185,154,1.9567567567567568
"background_SES, sexual_attraction_M, gender_identity_M, sex, gender_identity_F, handedness, religious_upbringing",169,168,2.059171597633136
"background_SES, sexual_attraction_M, gender_identity_M, sex, gender_identity_F, handedness, religious_now",144,156,2.5
"background_SES, sexual_attraction_M, gender_identity_M, sex, gender_identity_F, religious_upbringing, religious_now",167,145,2.2215568862275448
"background_SES, sexual_attraction_M, gender_identity_M, sex, handedness, religious_upbringing, religious_now",142,207,2.176056338028169
"background_SES, sexual_attraction_M, gender_identity_M, education_level, gender_identity_F, handedness, religious_upbringing",223,95,1.8878923766816142
"background_SES, sexual_attraction_M, gender_identity_M, education_level, gender_identity_F, handedness, religious_now",200,99,2.085
"background_SES, sexual_attraction_M, gender_identity_M, education_level, gender_identity_F, religious_upbringing, religious_now",231,93,1.8311688311688312
"background_SES, sexual_attraction_M, gender_identity_M, education_level, handedness, religious_upbringing, religious_now",207,126,1.8840579710144927
"background_SES, sexual_attraction_M, gender_identity_M, gender_identity_F, handedness, religious_upbringing, religious_now",185,137,2.0486486486486486
"background_SES, sexual_attraction_M, sex, education_level, gender_identity_F, handedness, religious_upbringing",195,157,1.841025641025641
"background_SES, sexual_attraction_M, sex, education_level, gender_identity_F, handedness, religious_now",167,169,2.0778443113772456
"background_SES, sexual_attraction_M, sex, education_level, gender_identity_F, religious_upbringing, religious_now",197,148,1.868020304568528
"background_SES, sexual_attraction_M, sex, education_level, handedness, religious_upbringing, religious_now",159,176,2.138364779874214
"background_SES, sexual_attraction_M, sex, gender_identity_F, handedness, religious_upbringing, religious_now",138,192,2.347826086956522
"background_SES, sexual_attraction_M, education_level, gender_identity_F, handedness, religious_upbringing, religious_now",223,124,1.757847533632287
"background_SES, gender_identity_M, sex, education_level, gender_identity_F, handedness, religious_upbringing",155,117,2.574193548387097
"background_SES, gender_identity_M, sex, education_level, gender_identity_F, handedness, religious_now",145,119,2.7379310344827585
"background_SES, gender_identity_M, sex, education_level, gender_identity_F, religious_upbringing, religious_now",171,117,2.3333333333333335
"background_SES, gender_identity_M, sex, education_level, handedness, religious_upbringing, religious_now",136,160,2.6176470588235294
"background_SES, gender_identity_M, sex, gender_identity_F, handedness, religious_upbringing, religious_now",125,150,2.928
"background_SES, gender_identity_M, education_level, gender_identity_F, handedness, religious_upbringing, religious_now",195,110,2.082051282051282
"background_SES, sex, education_level, gender_identity_F, handedness, religious_upbringing, religious_now",141,157,2.5460992907801416
"sexual_attraction_M, gender_identity_M, sex, education_level, gender_identity_F, handedness, religious_upbringing",90,329,2.077777777777778
"sexual_attraction_M, gender_identity_M, sex, education_level, gender_identity_F, handedness, religious_now",91,353,1.7912087912087913
"sexual_attraction_M, gender_identity_M, sex, education_level, gender_identity_F, religious_upbringing, religious_now",94,312,2.1702127659574466
"sexual_attraction_M, gender_identity_M, sex, education_level, handedness, religious_upbringing, religious_now",83,346,2.0481927710843375
"sexual_attraction_M, gender_identity_M, sex, gender_identity_F, handedness, religious_upbringing, religious_now",75,378,1.84
"sexual_attraction_M, gender_identity_M, education_level, gender_identity_F, handedness, religious_upbringing, religious_now",112,290,2.017857142857143
"sexual_attraction_M, sex, education_level, gender_identity_F, handedness, religious_upbringing, religious_now",83,353,1.963855421686747
"gender_identity_M, sex, education_level, gender_identity_F, handedness, religious_upbringing, religious_now",55,293,4.054545454545455
"age, sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, sex, education_level, gender_identity_F",454,0,1.1365638766519823
"age, sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, sex, education_level, handedness",455,2,1.1296703296703297
"age, sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, sex, education_level, religious_upbringing",497,5,1.028169014084507
"age, sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, sex, education_level, religious_now",488,6,1.0450819672131149
"age, sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, sex, gender_identity_F, handedness",416,0,1.2403846153846154
"age, sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, sex, gender_identity_F, religious_upbringing",439,0,1.1753986332574031
"age, sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, sex, gender_identity_F, religious_now",435,0,1.186206896551724
"age, sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, sex, handedness, religious_upbringing",453,9,1.119205298013245
"age, sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, sex, handedness, religious_now",445,11,1.1348314606741574
"age, sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, sex, religious_upbringing, religious_now",454,6,1.1233480176211454
"age, sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, education_level, gender_identity_F, handedness",462,0,1.1168831168831168
"age, sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, education_level, gender_identity_F, religious_upbringing",498,0,1.036144578313253
"age, sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, education_level, gender_identity_F, religious_now",494,0,1.0445344129554657
"age, sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, education_level, handedness, religious_upbringing",505,7,1.007920792079208
"age, sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, education_level, handedness, religious_now",496,7,1.0262096774193548
"age, sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, education_level, religious_upbringing, religious_now",506,7,1.0059288537549407
"age, sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, gender_identity_F, handedness, religious_upbringing",460,0,1.1217391304347826
"age, sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, gender_identity_F, handedness, religious_now",455,0,1.134065934065934
"age, sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, gender_identity_F, religious_upbringing, religious_now",460,0,1.1217391304347826
"age, sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, handedness, religious_upbringing, religious_now",474,9,1.0696202531645569
"age, sexual_attraction_F, background_SES, sexual_attraction_M, sex, education_level, gender_identity_F, handedness",445,4,1.150561797752809
"age, sexual_attraction_F, background_SES, sexual_attraction_M, sex, education_level, gender_identity_F, religious_upbringing",488,5,1.0471311475409837
"age, sexual_attraction_F, background_SES, sexual_attraction_M, sex, education_level, gender_identity_F, religious_now",480,2,1.0708333333333333
"age, sexual_attraction_F, background_SES, sexual_attraction_M, sex, education_level, handedness, religious_upbringing",487,11,1.0369609856262834
"age, sexual_attraction_F, background_SES, sexual_attraction_M, sex, education_level, handedness, religious_now",474,19,1.0485232067510548
"age, sexual_attraction_F, background_SES, sexual_attraction_M, sex, education_level, religious_upbringing, religious_now",492,14,1.0203252032520325
"age, sexual_attraction_F, background_SES, sexual_attraction_M, sex, gender_identity_F, handedness, religious_upbringing",447,4,1.145413870246085
"age, sexual_attraction_F, background_SES, sexual_attraction_M, sex, gender_identity_F, handedness, religious_now",436,7,1.1674311926605505
"age, sexual_attraction_F, background_SES, sexual_attraction_M, sex, gender_identity_F, religious_upbringing, religious_now",443,7,1.1489841986455982
"age, sexual_attraction_F, background_SES, sexual_attraction_M, sex, handedness, religious_upbringing, religious_now",447,17,1.116331096196868
"age, sexual_attraction_F, background_SES, sexual_attraction_M, education_level, gender_identity_F, handedness, religious_upbringing",498,3,1.0301204819277108
"age, sexual_attraction_F, background_SES, sexual_attraction_M, education_level, gender_identity_F, handedness, religious_now",490,5,1.042857142857143
"age, sexual_attraction_F, background_SES, sexual_attraction_M, education_level, gender_identity_F, religious_upbringing, religious_now",502,2,1.0239043824701195
"age, sexual_attraction_F, background_SES, sexual_attraction_M, education_level, handedness, religious_upbringing, religious_now",490,12,1.0285714285714285
"age, sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_F, handedness, religious_upbringing, religious_now",468,5,1.0918803418803418
"age, sexual_attraction_F, background_SES, gender_identity_M, sex, education_level, gender_identity_F, handedness",460,2,1.117391304347826
"age, sexual_attraction_F, background_SES, gender_identity_M, sex, education_level, gender_identity_F, religious_upbringing",496,1,1.0383064516129032
"age, sexual_attraction_F, background_SES, gender_identity_M, sex, education_level, gender_identity_F, religious_now",490,3,1.046938775510204
"age, sexual_attraction_F, background_SES, gender_identity_M, sex, education_level, handedness, religious_upbringing",503,24,0.9781312127236581
"age, sexual_attraction_F, background_SES, gender_identity_M, sex, education_level, handedness, religious_now",491,17,1.0162932790224033
"age, sexual_attraction_F, background_SES, gender_identity_M, sex, education_level, religious_upbringing, religious_now",500,15,1.002
"age, sexual_attraction_F, background_SES, gender_identity_M, sex, gender_identity_F, handedness, religious_upbringing",455,7,1.1186813186813187
"age, sexual_attraction_F, background_SES, gender_identity_M, sex, gender_identity_F, handedness, religious_now",449,2,1.1447661469933186
"age, sexual_attraction_F, background_SES, gender_identity_M, sex, gender_identity_F, religious_upbringing, religious_now",453,3,1.1324503311258278
"age, sexual_attraction_F, background_SES, gender_identity_M, sex, handedness, religious_upbringing, religious_now",463,24,1.062634989200864
"age, sexual_attraction_F, background_SES, gender_identity_M, education_level, gender_identity_F, handedness, religious_upbringing",506,5,1.0098814229249011
"age, sexual_attraction_F, background_SES, gender_identity_M, education_level, gender_identity_F, handedness, religious_now",500,2,1.028
"age, sexual_attraction_F, background_SES, gender_identity_M, education_level, gender_identity_F, religious_upbringing, religious_now",506,2,1.0158102766798418
"age, sexual_attraction_F, background_SES, gender_identity_M, education_level, handedness, religious_upbringing, religious_now",512,13,0.982421875
"age, sexual_attraction_F, background_SES, gender_identity_M, gender_identity_F, handedness, religious_upbringing, religious_now",475,7,1.071578947368421
"age, sexual_attraction_F, background_SES, sex, education_level, gender_identity_F, handedness, religious_upbringing",498,30,0.9759036144578314
"age, sexual_attraction_F, background_SES, sex, education_level, gender_identity_F, handedness, religious_now",488,20,1.0163934426229508
"age, sexual_attraction_F, background_SES, sex, education_level, gender_identity_F, religious_upbringing, religious_now",500,18,0.996
"age, sexual_attraction_F, background_SES, sex, education_level, handedness, religious_upbringing, religious_now",498,30,0.9759036144578314
"age, sexual_attraction_F, background_SES, sex, gender_identity_F, handedness, religious_upbringing, religious_now",463,27,1.0561555075593954
"age, sexual_attraction_F, background_SES, education_level, gender_identity_F, handedness, religious_upbringing, religious_now",510,17,0.9784313725490196
"age, sexual_attraction_F, sexual_attraction_M, gender_identity_M, sex, education_level, gender_identity_F, handedness",301,1,1.7109634551495017
"age, sexual_attraction_F, sexual_attraction_M, gender_identity_M, sex, education_level, gender_identity_F, religious_upbringing",322,2,1.5962732919254659
"age, sexual_attraction_F, sexual_attraction_M, gender_identity_M, sex, education_level, gender_identity_F, religious_now",321,0,1.6074766355140186
"age, sexual_attraction_F, sexual_attraction_M, gender_identity_M, sex, education_level, handedness, religious_upbringing",318,20,1.559748427672956
"age, sexual_attraction_F, sexual_attraction_M, gender_identity_M, sex, education_level, handedness, religious_now",314,22,1.5732484076433122
"age, sexual_attraction_F, sexual_attraction_M, gender_identity_M, sex, education_level, religious_upbringing, religious_now",316,21,1.5664556962025316
"age, sexual_attraction_F, sexual_attraction_M, gender_identity_M, sex, gender_identity_F, handedness, religious_upbringing",273,3,1.879120879120879
"age, sexual_attraction_F, sexual_attraction_M, gender_identity_M, sex, gender_identity_F, handedness, religious_now",261,3,1.9655172413793103
"age, sexual_attraction_F, sexual_attraction_M, gender_identity_M, sex, gender_identity_F, religious_upbringing, religious_now",269,4,1.903345724907063
"age, sexual_attraction_F, sexual_attraction_M, gender_identity_M, sex, handedness, religious_upbringing, religious_now",266,30,1.8270676691729324
"age, sexual_attraction_F, sexual_attraction_M, gender_identity_M, education_level, gender_identity_F, handedness, religious_upbringing",353,1,1.4589235127478755
"age, sexual_attraction_F, sexual_attraction_M, gender_identity_M, education_level, gender_identity_F, handedness, religious_now",352,0,1.4659090909090908
"age, sexual_attraction_F, sexual_attraction_M, gender_identity_M, education_level, gender_identity_F, religious_upbringing, religious_now",353,1,1.4589235127478755
"age, sexual_attraction_F, sexual_attraction_M, gender_identity_M, education_level, handedness, religious_upbringing, religious_now",349,13,1.4412607449856734
"age, sexual_attraction_F, sexual_attraction_M, gender_identity_M, gender_identity_F, handedness, religious_upbringing, religious_now",302,2,1.7019867549668874
"age, sexual_attraction_F, sexual_attraction_M, sex, education_level, gender_identity_F, handedness, religious_upbringing",314,19,1.5828025477707006
"age, sexual_attraction_F, sexual_attraction_M, sex, education_level, gender_identity_F, handedness, religious_now",313,22,1.5782747603833867
"age, sexual_attraction_F, sexual_attraction_M, sex, education_level, gender_identity_F, religious_upbringing, religious_now",318,19,1.5628930817610063
"age, sexual_attraction_F, sexual_attraction_M, sex, education_level, handedness, religious_upbringing, religious_now",305,40,1.560655737704918
"age, sexual_attraction_F, sexual_attraction_M, sex, gender_identity_F, handedness, religious_upbringing, religious_now",266,36,1.8045112781954886
"age, sexual_attraction_F, sexual_attraction_M, education_level, gender_identity_F, handedness, religious_upbringing, religious_now",350,18,1.4228571428571428
"age, sexual_attraction_F, gender_identity_M, sex, education_level, gender_identity_F, handedness, religious_upbringing",340,17,1.4676470588235293
"age, sexual_attraction_F, gender_identity_M, sex, education_level, gender_identity_F, handedness, religious_now",333,34,1.4474474474474475
"age, sexual_attraction_F, gender_identity_M, sex, education_level, gender_identity_F, religious_upbringing, religious_now",344,14,1.4593023255813953
"age, sexual_attraction_F, gender_identity_M, sex, education_level, handedness, religious_upbringing, religious_now",333,58,1.3753753753753755
"age, sexual_attraction_F, gender_identity_M, sex, gender_identity_F, handedness, religious_upbringing, religious_now",285,42,1.6631578947368422
"age, sexual_attraction_F, gender_identity_M, education_level, gender_identity_F, handedness, religious_upbringing, religious_now",375,25,1.3093333333333332
"age, sexual_attraction_F, sex, education_level, gender_identity_F, handedness, religious_upbringing, religious_now",337,56,1.3649851632047478
"age, background_SES, sexual_attraction_M, gender_identity_M, sex, education_level, gender_identity_F, handedness",460,2,1.117391304347826
"age, background_SES, sexual_attraction_M, gender_identity_M, sex, education_level, gender_identity_F, religious_upbringing",497,2,1.0342052313883299
"age, background_SES, sexual_attraction_M, gender_identity_M, sex, education_level, gender_identity_F, religious_now",491,1,1.0488798370672099
"age, background_SES, sexual_attraction_M, gender_identity_M, sex, education_level, handedness, religious_upbringing",500,18,0.996
"age, background_SES, sexual_attraction_M, gender_identity_M, sex, education_level, handedness, religious_now",491,17,1.0162932790224033
"age, background_SES, sexual_attraction_M, gender_identity_M, sex, education_level, religious_upbringing, religious_now",503,17,0.9920477137176938
"age, background_SES, sexual_attraction_M, gender_identity_M, sex, gender_identity_F, handedness, religious_upbringing",448,4,1.1428571428571428
"age, background_SES, sexual_attraction_M, gender_identity_M, sex, gender_identity_F, handedness, religious_now",445,4,1.150561797752809
"age, background_SES, sexual_attraction_M, gender_identity_M, sex, gender_identity_F, religious_upbringing, religious_now",450,2,1.1422222222222222
"age, background_SES, sexual_attraction_M, gender_identity_M, sex, handedness, religious_upbringing, religious_now",460,26,1.065217391304348
"age, background_SES, sexual_attraction_M, gender_identity_M, education_level, gender_identity_F, handedness, religious_upbringing",505,1,1.0198019801980198
"age, background_SES, sexual_attraction_M, gender_identity_M, education_level, gender_identity_F, handedness, religious_now",499,2,1.0300601202404809
